cve_estado,estado,anio,pobreza_pct,pobreza_ext_pct,carencias_pct,gini,fuente
16,MICHOACAN,2021,43.1228,7.5569,78.2221,,CONEVAL anexos estatales
16,MICHOACAN,2022,41.7363,7.5261,78.0754,,CONEVAL anexos estatales
16,MICHOACAN,2023,41.7363,7.5261,78.0754,,CONEVAL anexos estatales
16,MICHOACAN,2024,41.7363,7.5261,78.0754,,CONEVAL anexos estatales
17,MORELOS,2010,43.2422,6.9343,76.8773,,CONEVAL anexos estatales
17,MORELOS,2011,44.3472,6.6241,77.1869,,CONEVAL anexos estatales
17,MORELOS,2012,45.4522,6.314,77.4965,,CONEVAL anexos estatales
17,MORELOS,2013,48.8621,7.0828,77.7559,,CONEVAL anexos estatales
17,MORELOS,2014,52.272,7.8517,78.0152,,CONEVAL anexos estatales
17,MORELOS,2015,49.4827,6.4751,75.5276,,CONEVAL anexos estatales
17,MORELOS,2016,46.6934,5.0986,73.0401,,CONEVAL anexos estatales
17,MORELOS,2017,47.6188,5.6339,75.1998,,CONEVAL anexos estatales
17,MORELOS,2018,48.5441,6.1693,77.3595,,CONEVAL anexos estatales
17,MORELOS,2019,49.745,7.3055,76.0088,,CONEVAL anexos estatales
17,MORELOS,2020,50.9458,8.4417,74.6581,,CONEVAL anexos estatales
17,MORELOS,2021,46.0008,7.1436,73.2783,,CONEVAL anexos estatales
17,MORELOS,2022,41.0559,5.8455,71.8985,,CONEVAL anexos estatales
17,MORELOS,2023,41.0559,5.8455,71.8985,,CONEVAL anexos estatales
17,MORELOS,2024,41.0559,5.8455,71.8985,,CONEVAL anexos estatales
18,NAYARIT,2010,41.3573,8.3102,74.7941,,CONEVAL anexos estatales
18,NAYARIT,2011,44.4913,10.1212,75.3149,,CONEVAL anexos estatales
18,NAYARIT,2012,47.6253,11.9322,75.8357,,CONEVAL anexos estatales
18,NAYARIT,2013,44.0643,10.1976,72.8928,,CONEVAL anexos estatales
18,NAYARIT,2014,40.5033,8.463,69.9498,,CONEVAL anexos estatales
18,NAYARIT,2015,39.3038,8.1068,68.7936,,CONEVAL anexos estatales
18,NAYARIT,2016,38.1043,7.7507,67.6373,,CONEVAL anexos estatales
18,NAYARIT,2017,36.9124,6.6634,67.5178,,CONEVAL anexos estatales
18,NAYARIT,2018,35.7205,5.5761,67.3984,,CONEVAL anexos estatales
18,NAYARIT,2019,33.063,4.6854,66.5895,,CONEVAL anexos estatales
18,NAYARIT,2020,30.4054,3.7947,65.7806,,CONEVAL anexos estatales
18,NAYARIT,2021,29.8593,5.112,66.2605,,CONEVAL anexos estatales
18,NAYARIT,2022,29.3132,6.4292,66.7404,,CONEVAL anexos estatales
18,NAYARIT,2023,29.3132,6.4292,66.7404,,CONEVAL anexos estatales
18,NAYARIT,2024,29.3132,6.4292,66.7404,,CONEVAL anexos estatales
19,NUEVO LEON,2010,21.0176,1.8258,52.6458,,CONEVAL anexos estatales
19,NUEVO LEON,2011,22.1322,2.1188,52.4958,,CONEVAL anexos estatales
19,NUEVO LEON,2012,23.2468,2.4117,52.3459,,CONEVAL anexos estatales
19,NUEVO LEON,2013,21.8065,1.8701,50.3624,,CONEVAL anexos estatales
19,NUEVO LEON,2014,20.3662,1.3285,48.379,,CONEVAL anexos estatales
19,NUEVO LEON,2015,19.6033,1.2956,47.6312,,CONEVAL anexos estatales
19,NUEVO LEON,2016,18.8403,1.2628,46.8834,,CONEVAL anexos estatales
19,NUEVO LEON,2017,19.1118,0.9986,45.8074,,CONEVAL anexos estatales
19,NUEVO LEON,2018,19.3833,0.7345,44.7314,,CONEVAL anexos estatales
19,NUEVO LEON,2019,21.8568,1.4246,46.7668,,CONEVAL anexos estatales
19,NUEVO LEON,2020,24.3304,2.1148,48.8023,,CONEVAL anexos estatales
19,NUEVO LEON,2021,20.1854,1.5933,46.6405,,CONEVAL anexos estatales
19,NUEVO LEON,2022,16.0404,1.0718,44.4788,,CONEVAL anexos estatales
19,NUEVO LEON,2023,16.0404,1.0718,44.4788,,CONEVAL anexos estatales
19,NUEVO LEON,2024,16.0404,1.0718,44.4788,,CONEVAL anexos estatales
20,OAXACA,2010,66.9874,29.2453,89.1669,,CONEVAL anexos estatales
20,OAXACA,2011,64.4624,26.2819,88.5837,,CONEVAL anexos estatales
20,OAXACA,2012,61.9374,23.3184,88.0004,,CONEVAL anexos estatales
20,OAXACA,2013,64.3437,25.8264,89.0058,,CONEVAL anexos estatales
20,OAXACA,2014,66.7501,28.3344,90.0112,,CONEVAL anexos estatales
20,OAXACA,2015,67.3639,26.2954,89.8896,,CONEVAL anexos estatales
20,OAXACA,2016,67.9776,24.2563,89.7679,,CONEVAL anexos estatales
20,OAXACA,2017,66.1568,22.9734,88.7502,,CONEVAL anexos estatales
20,OAXACA,2018,64.336,21.6905,87.7325,,CONEVAL anexos estatales
20,OAXACA,2019,63.0001,21.1689,87.3243,,CONEVAL anexos estatales
20,OAXACA,2020,61.6642,20.6473,86.916,,CONEVAL anexos estatales
20,OAXACA,2021,60.0523,20.4399,87.2672,,CONEVAL anexos estatales
20,OAXACA,2022,58.4403,20.2324,87.6184,,CONEVAL anexos estatales
20,OAXACA,2023,58.4403,20.2324,87.6184,,CONEVAL anexos estatales
20,OAXACA,2024,58.4403,20.2324,87.6184,,CONEVAL anexos estatales
21,PUEBLA,2010,61.4831,17.0312,83.0953,,CONEVAL anexos estatales
21,PUEBLA,2011,62.9767,17.3187,84.7622,,CONEVAL anexos estatales
21,PUEBLA,2012,64.4704,17.6062,86.4292,,CONEVAL anexos estatales
21,PUEBLA,2013,64.5037,16.8834,85.4069,,CONEVAL anexos estatales
21,PUEBLA,2014,64.537,16.1606,84.3846,,CONEVAL anexos estatales
21,PUEBLA,2015,61.3316,12.0592,82.2689,,CONEVAL anexos estatales
21,PUEBLA,2016,58.1261,7.9579,80.1533,,CONEVAL anexos estatales
21,PUEBLA,2017,58.0678,8.032,80.1796,,CONEVAL anexos estatales
21,PUEBLA,2018,58.0094,8.1062,80.206,,CONEVAL anexos estatales
21,PUEBLA,2019,60.2208,10.4247,80.2466,,CONEVAL anexos estatales
21,PUEBLA,2020,62.4321,12.7432,80.2873,,CONEVAL anexos estatales
21,PUEBLA,2021,58.2247,12.0724,79.6972,,CONEVAL anexos estatales
21,PUEBLA,2022,54.0173,11.4016,79.1071,,CONEVAL anexos estatales
21,PUEBLA,2023,54.0173,11.4016,79.1071,,CONEVAL anexos estatales
21,PUEBLA,2024,54.0173,11.4016,79.1071,,CONEVAL anexos estatales
22,QUERETARO,2010,41.4106,7.421,73.1507,,CONEVAL anexos estatales
22,QUERETARO,2011,39.1639,6.2861,71.3527,,CONEVAL anexos estatales
22,QUERETARO,2012,36.9171,5.1513,69.5548,,CONEVAL anexos estatales
22,QUERETARO,2013,35.5462,4.5007,68.4086,,CONEVAL anexos estatales
22,QUERETARO,2014,34.1753,3.8501,67.2624,,CONEVAL anexos estatales
22,QUERETARO,2015,31.9317,3.1786,64.1124,,CONEVAL anexos estatales
22,QUERETARO,2016,29.6881,2.5071,60.9625,,CONEVAL anexos estatales
22,QUERETARO,2017,28.0308,2.0878,61.0718,,CONEVAL anexos estatales
22,QUERETARO,2018,26.3735,1.6685,61.1811,,CONEVAL anexos estatales
22,QUERETARO,2019,28.8494,2.2896,61.5101,,CONEVAL anexos estatales
22,QUERETARO,2020,31.3253,2.9108,61.8392,,CONEVAL anexos estatales
22,QUERETARO,2021,26.508,2.3144,59.9456,,CONEVAL anexos estatales
22,QUERETARO,2022,21.6907,1.7179,58.052,,CONEVAL anexos estatales
22,QUERETARO,2023,21.6907,1.7179,58.052,,CONEVAL anexos estatales
22,QUERETARO,2024,21.6907,1.7179,58.052,,CONEVAL anexos estatales
23,QUINTANA ROO,2010,34.6268,6.4259,70.7042,,CONEVAL anexos estatales
23,QUINTANA ROO,2011,36.7101,7.4194,69.9584,,CONEVAL anexos estatales
23,QUINTANA ROO,2012,38.7933,8.413,69.2126,,CONEVAL anexos estatales
23,QUINTANA ROO,2013,37.3378,7.6961,69.6227,,CONEVAL anexos estatales
23,QUINTANA ROO,2014,35.8822,6.9793,70.0328,,CONEVAL anexos estatales
23,QUINTANA ROO,2015,33.7675,6.0042,67.4982,,CONEVAL anexos estatales
23,QUINTANA ROO,2016,31.6529,5.0291,64.9636,,CONEVAL anexos estatales
23,QUINTANA ROO,2017,30.9225,4.4212,64.9889,,CONEVAL anexos estatales
23,QUINTANA ROO,2018,30.1921,3.8132,65.0142,,CONEVAL anexos estatales
23,QUINTANA ROO,2019,38.8362,7.2094,66.9947,,CONEVAL anexos estatales
23,QUINTANA ROO,2020,47.4803,10.6055,68.9751,,CONEVAL anexos estatales
23,QUINTANA ROO,2021,37.2232,7.3785,65.8081,,CONEVAL anexos estatales
23,QUINTANA ROO,2022,26.966,4.1515,62.6411,,CONEVAL anexos estatales
23,QUINTANA ROO,2023,26.966,4.1515,62.6411,,CONEVAL anexos estatales
23,QUINTANA ROO,2024,26.966,4.1515,62.6411,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2010,52.4006,15.3385,73.338,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2011,51.4666,14.068,74.2629,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2012,50.5326,12.7976,75.1878,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2013,49.817,11.1411,74.2963,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2014,49.1014,9.4846,73.4049,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2015,46.6193,7.9474,71.0413,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2016,44.1372,6.4103,68.6777,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2017,43.1027,6.5692,68.4637,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2018,42.0682,6.7282,68.2498,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2019,42.4572,7.7866,68.0925,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2020,42.8462,8.845,67.9353,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2021,39.1845,8.1288,65.956,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2022,35.5228,7.4127,63.9767,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2023,35.5228,7.4127,63.9767,,CONEVAL anexos estatales
24,SAN LUIS POTOSI,2024,35.5228,7.4127,63.9767,,CONEVAL anexos estatales
25,SINALOA,2010,36.6687,5.4646,70.0047,,CONEVAL anexos estatales
25,SINALOA,2011,36.4645,4.9689,69.9029,,CONEVAL anexos estatales
25,SINALOA,2012,36.2604,4.4733,69.8011,,CONEVAL anexos estatales
25,SINALOA,2013,37.8149,4.8653,69.7696,,CONEVAL anexos estatales
25,SINALOA,2014,39.3694,5.2574,69.7382,,CONEVAL anexos estatales
25,SINALOA,2015,34.9137,3.9078,65.3978,,CONEVAL anexos estatales
25,SINALOA,2016,30.458,2.5582,61.0574,,CONEVAL anexos estatales
25,SINALOA,2017,30.7211,2.3748,61.8517,,CONEVAL anexos estatales
25,SINALOA,2018,30.9843,2.1914,62.646,,CONEVAL anexos estatales
25,SINALOA,2019,29.5278,2.3111,61.3813,,CONEVAL anexos estatales
25,SINALOA,2020,28.0714,2.4307,60.1167,,CONEVAL anexos estatales
25,SINALOA,2021,24.8551,2.1194,58.6409,,CONEVAL anexos estatales
25,SINALOA,2022,21.6388,1.808,57.1651,,CONEVAL anexos estatales
25,SINALOA,2023,21.6388,1.808,57.1651,,CONEVAL anexos estatales
25,SINALOA,2024,21.6388,1.808,57.1651,,CONEVAL anexos estatales
26,SONORA,2010,33.1489,5.1305,64.753,,CONEVAL anexos estatales
26,SONORA,2011,31.1344,5.0443,65.2152,,CONEVAL anexos estatales
26,SONORA,2012,29.1198,4.9581,65.6775,,CONEVAL anexos estatales
26,SONORA,2013,29.239,4.1258,63.5494,,CONEVAL anexos estatales
26,SONORA,2014,29.3582,3.2936,61.4213,,CONEVAL anexos estatales
26,SONORA,2015,28.183,2.7008,59.1226,,CONEVAL anexos estatales
26,SONORA,2016,27.0078,2.1081,56.8239,,CONEVAL anexos estatales
26,SONORA,2017,26.8359,2.1678,56.2062,,CONEVAL anexos estatales
26,SONORA,2018,26.664,2.2275,55.5885,,CONEVAL anexos estatales
26,SONORA,2019,28.294,2.8877,55.7953,,CONEVAL anexos estatales
26,SONORA,2020,29.924,3.5478,56.0021,,CONEVAL anexos estatales
26,SONORA,2021,25.8086,2.6275,55.1928,,CONEVAL anexos estatales
26,SONORA,2022,21.6931,1.7072,54.3835,,CONEVAL anexos estatales
26,SONORA,2023,21.6931,1.7072,54.3835,,CONEVAL anexos estatales
26,SONORA,2024,21.6931,1.7072,54.3835,,CONEVAL anexos estatales
27,TABASCO,2010,57.096,13.5654,84.3212,,CONEVAL anexos estatales
27,TABASCO,2011,53.3929,13.9331,83.9815,,CONEVAL anexos estatales
27,TABASCO,2012,49.6899,14.3008,83.6418,,CONEVAL anexos estatales
27,TABASCO,2013,49.6303,12.6651,85.3331,,CONEVAL anexos estatales
27,TABASCO,2014,49.5706,11.0293,87.0244,,CONEVAL anexos estatales
27,TABASCO,2015,51.7071,11.2625,85.5847,,CONEVAL anexos estatales
27,TABASCO,2016,53.8436,11.4956,84.145,,CONEVAL anexos estatales
27,TABASCO,2017,55.0975,11.7813,84.2028,,CONEVAL anexos estatales
27,TABASCO,2018,56.3514,12.0669,84.2607,,CONEVAL anexos estatales
27,TABASCO,2019,55.4146,12.88,82.3001,,CONEVAL anexos estatales
27,TABASCO,2020,54.4778,13.6931,80.3396,,CONEVAL anexos estatales
27,TABASCO,2021,50.4759,12.4249,80.2242,,CONEVAL anexos estatales
27,TABASCO,2022,46.4741,11.1566,80.1089,,CONEVAL anexos estatales
27,TABASCO,2023,46.4741,11.1566,80.1089,,CONEVAL anexos estatales
27,TABASCO,2024,46.4741,11.1566,80.1089,,CONEVAL anexos estatales
28,TAMAULIPAS,2010,38.9512,5.4872,65.853,,CONEVAL anexos estatales
28,TAMAULIPAS,2011,38.6553,5.0785,65.499,,CONEVAL anexos estatales
28,TAMAULIPAS,2012,38.3594,4.6698,65.145,,CONEVAL anexos estatales
28,TAMAULIPAS,2013,38.1415,4.4952,63.718,,CONEVAL anexos estatales
28,TAMAULIPAS,2014,37.9236,4.3206,62.2911,,CONEVAL anexos estatales
28,TAMAULIPAS,2015,34.9835,3.5198,60.7638,,CONEVAL anexos estatales
28,TAMAULIPAS,2016,32.0434,2.719,59.2366,,CONEVAL anexos estatales
28,TAMAULIPAS,2017,33.2951,2.8559,58.4807,,CONEVAL anexos estatales
28,TAMAULIPAS,2018,34.5468,2.9928,57.7249,,CONEVAL anexos estatales
28,TAMAULIPAS,2019,34.7446,3.4148,56.8229,,CONEVAL anexos estatales
28,TAMAULIPAS,2020,34.9425,3.8369,55.921,,CONEVAL anexos estatales
28,TAMAULIPAS,2021,30.8826,3.3483,55.2482,,CONEVAL anexos estatales
28,TAMAULIPAS,2022,26.8227,2.8598,54.5754,,CONEVAL anexos estatales
28,TAMAULIPAS,2023,26.8227,2.8598,54.5754,,CONEVAL anexos estatales
28,TAMAULIPAS,2024,26.8227,2.8598,54.5754,,CONEVAL anexos estatales
29,TLAXCALA,2010,60.3129,9.9148,79.6541,,CONEVAL anexos estatales
29,TLAXCALA,2011,59.0962,9.5204,80.7287,,CONEVAL anexos estatales
29,TLAXCALA,2012,57.8794,9.1261,81.8032,,CONEVAL anexos estatales
29,TLAXCALA,2013,58.4035,7.8306,81.6461,,CONEVAL anexos estatales
29,TLAXCALA,2014,58.9276,6.5352,81.4889,,CONEVAL anexos estatales
29,TLAXCALA,2015,57.4304,6.1959,79.5342,,CONEVAL anexos estatales
29,TLAXCALA,2016,55.9333,5.8567,77.5794,,CONEVAL anexos estatales
29,TLAXCALA,2017,53.4494,4.5639,76.1267,,CONEVAL anexos estatales
29,TLAXCALA,2018,50.9655,3.2711,74.6739,,CONEVAL anexos estatales
29,TLAXCALA,2019,55.1265,6.5574,76.1012,,CONEVAL anexos estatales
29,TLAXCALA,2020,59.2875,9.8436,77.5285,,CONEVAL anexos estatales
29,TLAXCALA,2021,55.9038,8.2986,75.5022,,CONEVAL anexos estatales
29,TLAXCALA,2022,52.52,6.7536,73.4758,,CONEVAL anexos estatales
29,TLAXCALA,2023,52.52,6.7536,73.4758,,CONEVAL anexos estatales
29,TLAXCALA,2024,52.52,6.7536,73.4758,,CONEVAL anexos estatales
30,VERACRUZ,2010,57.5791,18.7574,81.2158,,CONEVAL anexos estatales
30,VERACRUZ,2011,55.1117,16.509,82.2071,,CONEVAL anexos estatales
30,VERACRUZ,2012,52.6443,14.2607,83.1983,,CONEVAL anexos estatales
30,VERACRUZ,2013,55.3247,15.7071,82.9853,,CONEVAL anexos estatales
30,VERACRUZ,2014,58.0052,17.1535,82.7723,,CONEVAL anexos estatales
30,VERACRUZ,2015,59.2485,15.9573,81.6538,,CONEVAL anexos estatales
30,VERACRUZ,2016,60.4919,14.7611,80.5353,,CONEVAL anexos estatales
30,VERACRUZ,2017,60.3236,15.4483,80.6997,,CONEVAL anexos estatales
30,VERACRUZ,2018,60.1553,16.1354,80.8641,,CONEVAL anexos estatales
30,VERACRUZ,2019,59.3792,15.0374,80.6078,,CONEVAL anexos estatales
30,VERACRUZ,2020,58.6032,13.9394,80.3514,,CONEVAL anexos estatales
30,VERACRUZ,2021,55.1678,13.5403,79.4113,,CONEVAL anexos estatales
30,VERACRUZ,2022,51.7324,13.1412,78.4712,,CONEVAL anexos estatales
30,VERACRUZ,2023,51.7324,13.1412,78.4712,,CONEVAL anexos estatales
30,VERACRUZ,2024,51.7324,13.1412,78.4712,,CONEVAL anexos estatales
31,YUCATAN,2010,48.3207,11.7197,74.328,,CONEVAL anexos estatales
31,YUCATAN,2011,48.5886,10.7757,75.1038,,CONEVAL anexos estatales
31,YUCATAN,2012,48.8565,9.8318,75.8795,,CONEVAL anexos estatales
31,YUCATAN,2013,47.3565,10.2587,74.7094,,CONEVAL anexos estatales
31,YUCATAN,2014,45.8565,10.6856,73.5393,,CONEVAL anexos estatales
31,YUCATAN,2015,45.6805,8.5926,73.127,,CONEVAL anexos estatales
31,YUCATAN,2016,45.5046,6.4996,72.7148,,CONEVAL anexos estatales
31,YUCATAN,2017,44.7673,6.5242,71.8333,,CONEVAL anexos estatales
31,YUCATAN,2018,44.03,6.5488,70.9518,,CONEVAL anexos estatales
31,YUCATAN,2019,46.7578,8.914,71.2721,,CONEVAL anexos estatales
31,YUCATAN,2020,49.4856,11.2792,71.5923,,CONEVAL anexos estatales
31,YUCATAN,2021,44.1291,8.4416,70.2999,,CONEVAL anexos estatales
31,YUCATAN,2022,38.7726,5.604,69.0075,,CONEVAL anexos estatales
31,YUCATAN,2023,38.7726,5.604,69.0075,,CONEVAL anexos estatales
31,YUCATAN,2024,38.7726,5.604,69.0075,,CONEVAL anexos estatales
32,ZACATECAS,2010,60.2475,10.8434,78.6017,,CONEVAL anexos estatales
32,ZACATECAS,2011,57.2306,9.1623,76.6177,,CONEVAL anexos estatales
32,ZACATECAS,2012,54.2137,7.4811,74.6336,,CONEVAL anexos estatales
32,ZACATECAS,2013,53.2797,6.5958,75.6775,,CONEVAL anexos estatales
32,ZACATECAS,2014,52.3458,5.7105,76.7214,,CONEVAL anexos estatales
32,ZACATECAS,2015,51.2702,4.7411,74.3967,,CONEVAL anexos estatales
32,ZACATECAS,2016,50.1946,3.7716,72.072,,CONEVAL anexos estatales
32,ZACATECAS,2017,49.7134,3.683,72.6424,,CONEVAL anexos estatales
32,ZACATECAS,2018,49.2321,3.5944,73.2129,,CONEVAL anexos estatales
32,ZACATECAS,2019,47.5015,3.7623,72.2425,,CONEVAL anexos estatales
32,ZACATECAS,2020,45.7708,3.9302,71.2721,,CONEVAL anexos estatales
32,ZACATECAS,2021,44.9933,4.5277,70.9576,,CONEVAL anexos estatales
32,ZACATECAS,2022,44.2159,5.1253,70.6431,,CONEVAL anexos estatales
32,ZACATECAS,2023,44.2159,5.1253,70.6431,,CONEVAL anexos estatales
32,ZACATECAS,2024,44.2159,5.1253,70.6431,,CONEVAL anexos estatales
